index,success,abs_start_detected,abs_start_fitted,samples_subtracted,alignment_correlation,integer_alignment_correlation,fractional_delay_samples,fitted_cfo_hz,global_gain,phr_gain,payload_gain,frame_suppression_db,clipped_component_count,fcs_pass,message
110,1,241248890,241248890,133042,0.994582290457791,0.938297436216222,0.42,-145.104647932903,2981.5838606133-895.724616115564i,0.338245181408142+0.0325895656289002i,0.840328305450933+0.0593013095374636i,5.41370953927675,0,1,
111,1,243451343,243451343,133042,0.995209702637624,0.967205241514061,-0.3,-153.675661340434,-2912.09252373915-1083.89612088802i,0.338046171420352+0.0385348848862749i,0.838352143827593+0.0833432946202744i,5.39726411245354,0,1,
112,1,245663679,245663679,133042,0.993915135422049,0.921944040459584,0.48,-210.41443673248,631.971797001016-3043.88206147872i,0.33630450681528+0.0296359207995943i,0.829930847648436+0.136641028790078i,5.44969304348916,0,1,
113,1,247877338,247877338,133042,0.994549282656368,0.942723510470407,0.4,-176.532650984137,-1260.66962760667+2848.96439899604i,0.339563422608884+0.00851591678706875i,0.836636277250813+0.101593143423609i,5.50132811081233,0,1,
114,1,250087654,250087654,133042,0.994774231725016,0.979527619382363,0.22,-191.662657595052,3091.14772188374+249.583047826845i,0.339117942642711+0.029897147982804i,0.837993974282719+0.106660150299027i,5.49041558045784,0,1,
115,1,252299417,252299417,133042,0.994897452575713,0.966820270209801,0.3,-169.751425145788,-900.203527649011+2976.54552898868i,0.338894964858977+0.0285011914407981i,0.835886989152781+0.114323797278482i,5.54775990306091,0,1,
116,1,254510383,254510383,133042,0.995599080879327,0.99550088544967,0,-134.470542308119,1555.93780763692-2665.23214865546i,0.340613101708541+0.0196290879381103i,0.841630298842875+0.0712152359501557i,5.44569599115626,0,1,
117,1,256732656,256732656,133042,0.995354192885382,0.994310356453362,0.0599999999999999,-180.335191869546,2097.55758811218-2267.90820598512i,0.340387780799949+0.0213704143265932i,0.840366872479225+0.0863479410183436i,5.52377080555135,0,1,
118,1,258934879,258934879,133042,0.995225206671196,0.939139106442268,-0.42,-23.1567235307271,-598.827704297633-3058.64900307658i,0.338460705297117-0.00617519444101487i,0.842092132209031+0.0235506660359725i,5.41606287032227,0,1,
119,1,261145714,261145714,133042,0.994153034229689,0.948319774644643,0.38,-79.1169954454679,2079.10378529828+2316.34830542174i,0.339170982338372+0.0114386562431513i,0.841086363628156+0.0423510021500275i,5.39160339436361,0,1,
120,1,263359031,263359031,133042,0.993398415254128,0.93315008896144,0.44,-105.60407494106,-3111.29100589287+34.0428709639649i,0.339023789339607+0.00306311537887469i,0.832146033554432+0.119503192145927i,5.30336392904078,0,1,
