index,window_offset,abs_start_sample,abs_end_sample,time_start_ms,time_end_ms,detected_repetitions,sample_clock_error_ppm,cfo_hz,sfd_name,sfd_correlation,phr_secded_pass,psdu_length_bytes,fcs_received,fcs_calculated,fcs_pass,payload_hex
633,381204960,381207212,381438873,517.045372,517.359583,262,0.000000,-1648.688586,"Decawave DW-8",0.951065,1,12,0xA971,0xA971,1,"6188F9F2F0020001000071A9"
634,382653568,382655820,382887481,519.010173,519.324383,262,0.000000,-1695.703899,"Decawave DW-8",0.951178,1,12,0xBFAF,0xBFAF,1,"6188FDF2F00200010000AFBF"
635,383090560,383092812,383324473,519.602881,519.917091,262,0.000000,-1663.758487,"Decawave DW-8",0.951333,1,12,0x357F,0x357F,1,"6188FEF2F002000100007F35"
636,383430016,383432268,383663929,520.063298,520.377508,262,0.000000,-1665.938934,"Decawave DW-8",0.951249,1,12,0xB4C0,0xB4C0,1,"6188FFF2F00200010000C0B4"
637,383964544,383964356,384214544,520.784988,521.124327,147,0.000000,-3369.257438,"Decawave DW-8",0.022717,0,35,0x0000,0x0000,0,""
638,384346016,384348268,384579929,521.305702,521.619912,262,0.000000,-1679.956769,"Decawave DW-8",0.951019,1,12,0x4D86,0x4D86,1,"618802F2F00200010000864D"
639,385494432,385496684,385728345,522.863341,523.177551,262,0.000000,-1657.227765,"Decawave DW-8",0.951185,1,12,0xDAE7,0xDAE7,1,"618807F2F00200010000E7DA"
640,386249088,386251340,386483001,523.886909,524.201119,262,0.000000,-1657.227750,"Decawave DW-8",0.951185,1,12,0xDAE7,0xDAE7,1,"618807F2F00200010000E7DA"
641,387194464,387196716,387428377,525.169157,525.483367,262,0.000000,-1677.688296,"Decawave DW-8",0.951029,1,12,0x7D8B,0x7D8B,1,"61880CF2F002000100008B7D"
642,387386784,387386347,387636535,525.426360,525.765700,126,0.000000,-2386.538601,"Decawave DW-8",0.021499,0,42,0x0000,0x0000,0,""
643,387762976,387765228,387996889,525.940251,526.254461,262,0.000000,-1677.688248,"Decawave DW-8",0.951029,1,12,0x7D8B,0x7D8B,1,"61880CF2F002000100008B7D"
644,387970912,387973164,388204825,526.222282,526.536492,262,0.000000,-1677.688339,"Decawave DW-8",0.951028,1,12,0x7D8B,0x7D8B,1,"61880CF2F002000100008B7D"
645,388359136,388361388,388593049,526.748844,527.063055,262,0.000000,-1677.688315,"Decawave DW-8",0.951028,1,12,0x7D8B,0x7D8B,1,"61880CF2F002000100008B7D"
646,388747360,388749612,388981273,527.275407,527.589617,262,0.000000,-1704.507310,"Decawave DW-8",0.951022,1,12,0xFC34,0xFC34,1,"61880DF2F0020001000034FC"
647,389086816,389089068,389320729,527.735824,528.050034,262,0.000000,-1691.322536,"Decawave DW-8",0.951441,1,12,0x76E4,0x76E4,1,"61880EF2F00200010000E476"
648,389655328,389654919,389938756,528.503308,528.888287,129,0.000000,-3455.743868,"Decawave DW-8",0.042745,1,75,0x1D05,0x3C90,0,"01579409281AEF915363EB1C14DAF6B9DACFB0A90C2291D39EE1CC8661FAB3F70134F406F094311E69DE2343902CEC28C53E4311D43475DC5352523DAE216965FAB0BF8120AEAD1022051D"
649,390244736,390246988,390478649,529.306353,529.620563,262,0.000000,-1685.791776,"Decawave DW-8",0.951444,1,12,0x9C2E,0x9C2E,1,"618811F2F002000100002E9C"
650,390807296,390806837,391057025,530.065697,530.405036,107,0.000000,222.996089,"Decawave DW-8",0.033517,0,45,0x0000,0x0000,0,""
651,391021184,391023436,391255097,530.359478,530.673688,262,0.000000,-1653.238811,"Decawave DW-8",0.950867,1,12,0x9741,0x9741,1,"618813F2F002000100004197"
652,391409408,391411660,391643321,530.886041,531.200251,262,0.000000,-1649.515200,"Decawave DW-8",0.951180,1,12,0x0B4F,0x0B4F,1,"618814F2F002000100004F0B"
653,391926144,391928396,392160057,531.586909,531.901119,262,0.000000,-1667.268602,"Decawave DW-8",0.951806,1,12,0x0020,0x0020,1,"618816F2F002000100002000"
654,392314080,392313966,392564154,532.109871,532.449211,116,0.000000,-3931.203766,"Decawave DW-8",0.033830,0,58,0x0000,0x0000,0,""
655,393774016,393776268,394007929,534.093245,534.407456,262,0.000000,-1700.321423,"Decawave DW-8",0.951325,1,12,0xBAFD,0xBAFD,1,"61881BF2F00200010000FDBA"
656,394207168,394207069,394444025,534.677557,534.998949,115,0.000000,-3395.904045,"Decawave DW-8",0.036445,1,19,0x4282,0xCCEA,0,"60F9A8C44430E7DE00BCB12981FF41B1948242"
657,394404160,394406412,394638073,534.947933,535.262143,262,0.000000,-1668.058471,"Decawave DW-8",0.951172,1,12,0x26F3,0x26F3,1,"61881CF2F00200010000F326"
658,395950304,395952556,396184217,537.045025,537.359235,262,0.000000,-1699.951407,"Decawave DW-8",0.951309,1,12,0xF019,0xF019,1,"618820F2F0020001000019F0"
659,396436064,396435876,396686064,537.700570,538.039909,171,0.000000,-2342.695585,"Decawave DW-8",0.036178,0,125,0x0000,0x0000,0,""
660,397611872,397611803,397852538,539.295523,539.622040,117,0.000000,-4599.690147,"Decawave DW-8",0.039794,1,24,0x40D4,0xB689,0,"20243A0287773C757C50109317D9D2E7279EFC443142D440"
661,397997120,397997025,398247214,539.818014,540.157354,108,-0.000000,-5217.680451,"Decawave DW-8",0.028940,0,68,0x0000,0x0000,0,""
662,399117088,399119340,399351001,541.340251,541.654461,262,0.000000,-1671.754512,"Decawave DW-8",0.951582,1,12,0xD6CA,0xD6CA,1,"61882AF2F00200010000CAD6"
663,399333280,399335532,399567193,541.633480,541.947690,262,0.000000,-1671.754570,"Decawave DW-8",0.951581,1,12,0xD6CA,0xD6CA,1,"61882AF2F00200010000CAD6"
664,399892480,399892380,400142568,542.388753,542.728092,104,-0.000000,-598.699285,"Decawave DW-8",0.029035,0,55,0x0000,0x0000,0,""
665,400109728,400111980,400343641,542.686605,543.000815,262,0.000000,-1649.078973,"Decawave DW-8",0.951884,1,12,0x5775,0x5775,1,"61882BF2F002000100007557"
666,401009440,401009034,401325398,543.903312,544.332408,129,0.000000,97.477730,"Decawave DW-8",0.027773,1,112,0xA47D,0xD017,0,"2390E486A59844569B243223A3B44499ADF1F4375279CB88499A62463358E335471492343A3B7090B8006F818C808CC4578487D74994E4CAFC5E5EAF125A2B8B4BEC0621A80BC745C690D61D10E9C271768462D4C6D455BB99681210473D500B42CBF3CD372B60CB3CA848C0E4287DA4"
667,401753408,401755660,401987321,544.915988,545.230199,262,0.000000,-1703.266833,"Decawave DW-8",0.950362,1,12,0x2ADE,0x2ADE,1,"618831F2F00200010000DE2A"
668,402432320,402432132,402754526,545.833512,546.270787,250,-0.000000,-1978.402100,"Decawave DW-8",0.033903,1,120,0x431A,0x70DF,0,"C9697D6338E0CE9B1981292F1616EA74383E3BA91C661972D60A92837D6EA7DA25C96D82CC44C65CA21424938E8A64A40042B95688B2022501BC19E9B0F899B6643E22CA1DC871BA82DB00F831E96E38149B0C1C7987C83301D0FC140B0F1325ED37A58028DD498D7819D30EADD5CE65014DA0441C931A43"
669,402820544,402820356,403107216,546.360075,546.749154,237,-0.000000,-2006.326456,"Decawave DW-8",0.047716,1,79,0x1883,0xDD7C,0,"48314A51C812E452E46E85CE91E26884B7FCBE8C3C781CD21D006961E41341B568244A1826FC06FEDD55E7048878E7D8DD2F71CD3158AD25E684018C3525B913625A58100DE74171914CFA31728318"
670,404027232,404027044,404277232,547.996750,548.336089,142,0.000000,-3558.271494,"Decawave DW-8",0.024804,0,98,0x0000,0x0000,0,""
671,404794144,404796395,405028056,549.040249,549.354460,262,-0.000000,-1667.975832,"Decawave DW-8",0.950870,1,12,0x0762,0x0762,1,"618839F2F002000100006207"
672,405136384,405138636,405370297,549.504443,549.818654,262,0.000000,-1667.975844,"Decawave DW-8",0.950870,1,12,0x0762,0x0762,1,"618839F2F002000100006207"
673,405427072,405429324,405660985,549.898714,550.212925,262,0.000000,-1667.975730,"Decawave DW-8",0.950871,1,12,0x0762,0x0762,1,"618839F2F002000100006207"
674,406316704,406316624,406566812,551.102192,551.441531,117,0.000000,-3973.579161,"Decawave DW-8",0.020514,0,109,0x0000,0x0000,0,""
675,406686496,406686091,406936279,551.603314,551.942653,129,0.000000,-400.577449,"Decawave DW-8",0.052012,0,10,0x0000,0x0000,0,""
676,407361440,407361252,407611440,552.519059,552.858398,238,-0.000000,-1519.226573,"Decawave DW-8",0.041121,0,43,0x0000,0x0000,0,""
677,407652128,407654380,407886041,552.916640,553.230850,262,0.000000,-1687.055393,"Decawave DW-8",0.951392,1,12,0x1AD3,0x1AD3,1,"61883FF2F00200010000D31A"
678,408089120,408091372,408323033,553.509348,553.823558,262,0.000000,-1697.091591,"Decawave DW-8",0.950972,1,12,0x2318,0x2318,1,"618840F2F002000100001823"
679,408568128,408570380,408802041,554.159044,554.473254,262,0.000000,-1670.137430,"Decawave DW-8",0.950697,1,12,0xA9C8,0xA9C8,1,"618843F2F00200010000C8A9"
680,410471200,410473452,410705113,556.740251,557.054461,262,0.000000,-1662.325955,"Decawave DW-8",0.951443,1,12,0x0EA4,0x0EA4,1,"618848F2F00200010000A40E"
681,411608896,411608459,411929359,558.279702,558.714951,126,0.000000,-4136.444277,"Decawave DW-8",0.036962,1,118,0xC2A3,0x64ED,0,"33CF5DADCE1A82BADCA1256AF900AFB099E027DFBDBEA046663C48C2491BAE37C37B859DF04165EE9B9445FAF0C695A0660A14271B0954A6D88F611FF41195070C8EDCBA5007168F8DF86B1955CAAAA2E41B90CD9AE649605F291A11C8E10A4FD5477EDEA04F5240CCBE29A1F4EE27B511715ABEA3C2"
682,411985088,411987340,412219001,558.793593,559.107803,262,0.000000,-1685.971357,"Decawave DW-8",0.951660,1,12,0x99C5,0x99C5,1,"61884DF2F00200010000C599"
683,412193024,412195276,412426937,559.075624,559.389834,262,0.000000,-1685.971307,"Decawave DW-8",0.951661,1,12,0x99C5,0x99C5,1,"61884DF2F00200010000C599"
684,412581248,412583500,412815161,559.602186,559.916397,262,0.000000,-1685.971312,"Decawave DW-8",0.951661,1,12,0x99C5,0x99C5,1,"61884DF2F00200010000C599"
685,413067008,413066820,413317009,560.257731,560.597072,200,0.000000,-2316.642630,"Decawave DW-8",0.034813,0,117,0x0000,0x0000,0,""
686,413308928,413311180,413542841,560.589166,560.903376,262,0.000000,-1673.940756,"Decawave DW-8",0.951041,1,12,0x1315,0x1315,1,"61884EF2F002000100001513"
687,413697152,413699403,413931064,561.115727,561.429937,262,-0.000000,-1690.929500,"Decawave DW-8",0.950133,1,12,0x92AA,0x92AA,1,"61884FF2F00200010000AA92"
688,414085376,414087628,414319289,561.642291,561.956501,262,0.000000,-1665.056292,"Decawave DW-8",0.951130,1,12,0x7860,0x7860,1,"618850F2F002000100006078"
689,415029408,415028949,415361172,562.919039,563.369645,107,0.000000,-4436.831401,"Decawave DW-8",0.022376,1,127,0x9CDA,0x9FE3,0,"905310B372B50E277E3B586CCA80916BC5DDC0F7AC63CEF866D997B380B8C69408C2289D11034C00AB27ECB13318CDCD60E769B3192610340B999CB5F7306D212160F324606165A46CA54C9E9EFAAB4A89C8A5181744C3F6BE6EC1507B1200518621AEB34CE434E6CECCD06AAA8CCC6BA6F1A5EB5153D057B87B0AE67BDA9C"
690,415582752,415585004,415816665,563.673237,563.987447,262,0.000000,-1672.294891,"Decawave DW-8",0.951329,1,12,0x6EBE,0x6EBE,1,"618854F2F00200010000BE6E"
691,415787104,415789355,416021016,563.950406,564.264616,262,-0.000000,-1674.081793,"Decawave DW-8",0.950208,1,12,0xE46E,0xE46E,1,"618857F2F002000100006EE4"
692,416148256,416150507,416382168,564.440249,564.754460,262,-0.000000,-1674.081787,"Decawave DW-8",0.950208,1,12,0xE46E,0xE46E,1,"618857F2F002000100006EE4"
693,416536192,416538444,416770105,564.966423,565.280633,262,0.000000,-1674.081830,"Decawave DW-8",0.950208,1,12,0xE46E,0xE46E,1,"618857F2F002000100006EE4"
694,418429280,418431532,418663193,567.534087,567.848298,262,0.000000,-1672.263614,"Decawave DW-8",0.951361,1,12,0x4302,0x4302,1,"61885CF2F002000100000243"
695,418723808,418723620,418949995,567.930257,568.237298,227,-0.000000,-1197.653717,"Decawave DW-8",0.026616,1,5,0xE43D,0xE018,0,"0897613DE4"
696,419014496,419016748,419248409,568.327837,568.642048,262,0.000000,-1681.137986,"Decawave DW-8",0.951049,1,12,0xC2BD,0xC2BD,1,"61885DF2F00200010000BDC2"
697,420172416,420174667,420406328,569.898366,570.212576,262,-0.000000,-1685.151592,"Decawave DW-8",0.951270,1,12,0x1457,0x1457,1,"618861F2F002000100005714"
698,420997632,420997444,421310021,571.014328,571.438288,223,0.000000,-2034.960989,"Decawave DW-8",0.028829,1,107,0x5781,0x10E9,0,"A732C539D506EDA75E15930578D6A4B10C1C63490502201078BB108B5B16475FD531707914A1D9E89F56F3C1DDE55199321ED9DAFB98804AC02015131EE171495C293E36CA61B746F93B39513260498F371C50429C92ED4249DEF9CDCEA736C7588DBF508C9182A8848157"
699,421434624,421434436,421684625,571.607037,571.946377,145,0.000000,-2216.709919,"Decawave DW-8",0.040087,0,90,0x0000,0x0000,0,""
700,421816096,421818348,422050009,572.127751,572.441961,262,0.000000,-1654.354509,"Decawave DW-8",0.950630,1,12,0x8859,0x8859,1,"618866F2F002000100005988"
701,423127328,423129579,423361240,573.906222,574.220432,262,-0.000000,-1698.177907,"Decawave DW-8",0.951124,1,12,0x3284,0x3284,1,"61886BF2F002000100008432"
702,423339200,423341452,423573113,574.193593,574.507803,262,0.000000,-1698.177932,"Decawave DW-8",0.951123,1,12,0x3284,0x3284,1,"61886BF2F002000100008432"
703,424114592,424116843,424348504,575.245284,575.559494,262,-0.000000,-1698.177922,"Decawave DW-8",0.951124,1,12,0x3284,0x3284,1,"61886BF2F002000100008432"
704,424482560,424482458,424732646,575.741181,576.080520,118,0.000000,-797.920328,"Decawave DW-8",0.041688,0,41,0x0000,0x0000,0,""
705,425975520,425977772,426209433,577.769331,578.083541,262,0.000000,-1678.640753,"Decawave DW-8",0.949980,1,12,0xCE90,0xCE90,1,"618870F2F0020001000090CE"
706,426745440,426747692,426979353,578.813601,579.127812,262,0.000000,-1667.083224,"Decawave DW-8",0.951859,1,12,0xC5FF,0xC5FF,1,"618872F2F00200010000FFC5"
707,427091424,427091236,427334985,579.279563,579.610168,172,0.000000,-2267.900224,"Decawave DW-8",0.029884,1,28,0x25D4,0x7128,0,"43E650800001A899B69700C0C52C94D8229657B0D570332CCCC9D425"
708,427867872,427867684,428115230,580.332688,580.668443,146,0.000000,-2639.845628,"Decawave DW-8",0.029243,1,33,0x4EA8,0x38E9,0,"0C4E10706B06DC0C240C08927CA42EAC0D24E6016499CCBB5804E4A55653D4A84E"
709,428645728,428645633,428895822,581.387849,581.727189,118,0.000000,-3223.834580,"Decawave DW-8",0.024855,0,34,0x0000,0x0000,0,""
710,429016256,429018508,429250169,581.893593,582.207803,262,0.000000,-1662.780774,"Decawave DW-8",0.951104,1,12,0xE843,0xE843,1,"61887AF2F0020001000043E8"
711,429309728,429311980,429543641,582.291640,582.605850,262,0.000000,-1662.780783,"Decawave DW-8",0.951104,1,12,0xE843,0xE843,1,"61887AF2F0020001000043E8"
712,430908608,430908203,431158391,584.456656,584.795995,129,0.000000,41.149799,"Decawave DW-8",0.032807,0,105,0x0000,0x0000,0,""
713,431534784,431537035,431768696,585.309564,585.623774,262,-0.000000,-1693.052694,"Decawave DW-8",0.951353,1,12,0x7F22,0x7F22,1,"61887FF2F00200010000227F"
714,431874240,431876492,432108153,585.769982,586.084192,262,0.000000,-1693.052633,"Decawave DW-8",0.951354,1,12,0x7F22,0x7F22,1,"61887FF2F00200010000227F"
715,432262464,432264716,432496377,586.296544,586.610754,262,0.000000,-1692.260589,"Decawave DW-8",0.951452,1,12,0x8D0B,0x8D0B,1,"618880F2F002000100000B8D"
716,435460480,435460353,435781256,590.630904,591.066157,115,-0.000000,-2609.812993,"Decawave DW-8",0.019489,1,118,0xC161,0x7326,0,"7ED925F33FEE8D8C0214100A6C202498162E9E76319DF1EA2F440B3547AAFC55DBDBD28CCE2836C50323980D0B30CEFCC1046D9641ED18400614903FD52A16539FDDE5C3A3BB9AD69BDB793A4C2A59516002C6CF469E437712474AE95E7C8A641EB7E524FE67D7F7FE2918829C7963836F8356F961C1"
717,435831008,435830571,436061479,591.133044,591.446233,126,0.000000,-948.126613,"Decawave DW-8",0.036077,1,11,0x8FC9,0xB865,0,"E7EACC7072B6654832C98F"
718,436415136,436417388,436649049,591.928966,592.243176,262,0.000000,-1686.186241,"Decawave DW-8",0.951040,1,12,0xBD06,0xBD06,1,"61888EF2F0020001000006BD"
719,436803360,436805612,437037273,592.455528,592.769739,262,0.000000,-1686.186217,"Decawave DW-8",0.951041,1,12,0xBD06,0xBD06,1,"61888EF2F0020001000006BD"
720,437191584,437193836,437425497,592.982091,593.296301,262,0.000000,-1686.186285,"Decawave DW-8",0.951040,1,12,0xBD06,0xBD06,1,"61888EF2F0020001000006BD"
721,437531040,437533292,437764953,593.442508,593.756718,262,0.000000,-1686.186254,"Decawave DW-8",0.951040,1,12,0xBD06,0xBD06,1,"61888EF2F0020001000006BD"
722,437723360,437722923,437985579,593.699711,594.055961,126,0.000000,-3613.382018,"Decawave DW-8",0.028389,1,47,0xAAB9,0x571C,0,"4CF3BA1EB4D63D7172E281C4A852050E019178B1359E1E71B86401CA6B1903B5368E8A25514512CAD7E14C6F2AB9AA"
723,438099552,438099143,438349331,594.209992,594.549331,129,0.000000,560.459193,"Decawave DW-8",0.030452,0,36,0x0000,0x0000,0,""
724,438307488,438309740,438541401,594.495633,594.809843,262,0.000000,-1688.680115,"Decawave DW-8",0.951327,1,12,0xD673,0xD673,1,"618890F2F0020001000073D6"
725,438870432,438870339,439120527,595.255994,595.595333,110,0.000000,-5168.015970,"Decawave DW-8",0.016685,0,34,0x0000,0x0000,0,""
726,439234976,439237228,439487416,595.753619,596.092958,44,0.000000,4179.246878,"Decawave DW-8",0.035702,0,54,0x0000,0x0000,0,""
727,440370368,440372619,440604280,597.293591,597.607802,262,-0.000000,-1661.410044,"Decawave DW-8",0.951158,1,12,0xFBCF,0xFBCF,1,"618898F2F00200010000CFFB"
728,440758304,440760556,440992217,597.819765,598.133975,262,0.000000,-1661.410009,"Decawave DW-8",0.951159,1,12,0xFBCF,0xFBCF,1,"618898F2F00200010000CFFB"
729,441901568,441901104,442151292,599.366732,599.706071,106,0.000000,-516.965022,"Decawave DW-8",0.045417,0,111,0x0000,0x0000,0,""
730,442651392,442653644,442885305,600.387429,600.701640,262,0.000000,-1675.480393,"Decawave DW-8",0.951098,1,12,0x6CAE,0x6CAE,1,"61889DF2F00200010000AE6C"
731,442994688,442996940,443228601,600.853054,601.167265,262,0.000000,-1675.480429,"Decawave DW-8",0.951098,1,12,0x6CAE,0x6CAE,1,"61889DF2F00200010000AE6C"
732,443236608,443238860,443470521,601.181179,601.495390,262,0.000000,-1675.480389,"Decawave DW-8",0.951098,1,12,0x6CAE,0x6CAE,1,"61889DF2F00200010000AE6C"
733,443624832,443627083,443858744,601.707741,602.021951,262,-0.000000,-1642.437297,"Decawave DW-8",0.951175,1,12,0xE67E,0xE67E,1,"61889EF2F002000100007EE6"
734,443964288,443966539,444198200,602.168157,602.482368,262,-0.000000,-1692.882294,"Decawave DW-8",0.950036,1,12,0x67C1,0x67C1,1,"61889FF2F00200010000C167"
735,444443296,444445548,444677209,602.817855,603.132065,262,0.000000,-1694.625206,"Decawave DW-8",0.951136,1,12,0x3094,0x3094,1,"6188A2F2F002000100009430"
736,444733984,444736236,444967897,603.212126,603.526336,262,0.000000,-1694.625237,"Decawave DW-8",0.951136,1,12,0x3094,0x3094,1,"6188A2F2F002000100009430"
737,446038208,446040460,446272121,604.981093,605.295303,262,0.000000,-1660.591009,"Decawave DW-8",0.951937,1,12,0xA7F5,0xA7F5,1,"6188A7F2F00200010000F5A7"
738,447833024,447835275,448066936,607.415466,607.729677,262,-0.000000,-1686.187366,"Decawave DW-8",0.951261,1,12,0x97F8,0x97F8,1,"6188A9F2F00200010000F897"
739,448165728,448167980,448399641,607.866726,608.180937,262,0.000000,-1686.192759,"Decawave DW-8",0.950900,1,12,0x0099,0x0099,1,"6188ACF2F002000100009900"
740,448651488,448653740,448885401,608.525581,608.839791,262,0.000000,-1686.192783,"Decawave DW-8",0.950900,1,12,0x0099,0x0099,1,"6188ACF2F002000100009900"
741,448893408,448895660,449127321,608.853706,609.167916,262,0.000000,-1686.192788,"Decawave DW-8",0.950900,1,12,0x0099,0x0099,1,"6188ACF2F002000100009900"
742,449453664,449453258,449701551,609.609996,609.946765,129,0.000000,-2987.154732,"Decawave DW-8",0.030232,1,34,0xD997,0x5DC2,0,"57772BE26E3BDD45F04A43032A54B02C9D385C89170626A24081230A175D181897D9"
743,450226048,450228300,450459961,610.661214,610.975425,262,0.000000,-1686.668840,"Decawave DW-8",0.951290,1,12,0xE13C,0xE13C,1,"6188B1F2F002000100003CE1"
744,450586784,450589036,450864554,611.150494,611.524189,44,0.000000,-13284.281449,"Decawave DW-8",0.034596,1,64,0x1BB7,0x53E1,0,"8D3D97B1FEF0349DF0448F2E725A02B16FE16DF9A1DB090F2A9232686DA90C43AD0D54F4E0C0100495117C1207F7F3A23562920604E24CCEEC623FDC392DB71B"
745,451167232,451169484,451401145,611.937777,612.251987,262,0.000000,-1678.400151,"Decawave DW-8",0.951724,1,12,0x6BEC,0x6BEC,1,"6188B2F2F00200010000EC6B"
746,451604224,451606476,451838137,612.530485,612.844695,262,0.000000,-1679.037617,"Decawave DW-8",0.951855,1,12,0xEA53,0xEA53,1,"6188B3F2F0020001000053EA"
747,452089984,452089796,452339984,613.186030,613.525369,146,0.000000,-2600.292172,"Decawave DW-8",0.034524,0,47,0x0000,0x0000,0,""
748,454210752,454213004,454444665,616.065815,616.380025,262,0.000000,-1674.050187,"Decawave DW-8",0.951659,1,12,0xC7EF,0xC7EF,1,"6188BBF2F00200010000EFC7"
749,454598976,454601228,454832889,616.592377,616.906588,262,0.000000,-1674.050122,"Decawave DW-8",0.951659,1,12,0xC7EF,0xC7EF,1,"6188BBF2F00200010000EFC7"
750,455130720,455130315,455428530,617.309998,617.714478,129,0.000000,-2898.545838,"Decawave DW-8",0.021824,1,88,0x8814,0xB013,0,"28914394A2955EC77811F589AB211A4426551A798BF0B0DE9F6147D1C02395FAE263003266D382AEE25669400498E4E7F19A18954196A996595D18310233B270020C25F3FDD5A11557DB03B4D4A838AD2812F11D10CC1488"
751,456096352,456098603,456330264,618.623322,618.937533,262,-0.000000,-1639.557750,"Decawave DW-8",0.950990,1,12,0xE8FA,0xE8FA,1,"6188C0F2F00200010000FAE8"
752,456484576,456486828,456718489,619.149886,619.464096,262,0.000000,-1639.557706,"Decawave DW-8",0.950990,1,12,0xE8FA,0xE8FA,1,"6188C0F2F00200010000FAE8"
753,456872800,456875052,457106713,619.676449,619.990659,262,0.000000,-1640.978739,"Decawave DW-8",0.951404,1,12,0x6945,0x6945,1,"6188C1F2F002000100004569"
754,457358560,457358372,457664899,620.331993,620.747747,186,0.000000,-2454.524268,"Decawave DW-8",0.035702,1,99,0x0F30,0x40DF,0,"BF5DC3662965D8C880BF8B340BC72EC492D20213C4223106503B4762AF2C35017980D833377FDB83FD054824549C155C594320BB3DAE00B6D220D83108CA6423810FB1D456438120DA2401B200CD09A69FD4001F8CB02461D5FADE850C7477C2AD300F"
755,458904704,458904516,459133899,622.429085,622.740206,143,-0.000000,-3044.590107,"Decawave DW-8",0.046676,1,9,0xF4E7,0xD404,0,"2AC8B40BA6C22CE7F4"
756,459486080,459488332,459719993,623.220936,623.535147,262,0.000000,-1662.714900,"Decawave DW-8",0.950892,1,12,0xC546,0xC546,1,"6188C8F2F0020001000046C5"
757,459742016,459741737,459991925,623.564639,623.903978,36,0.000000,-7445.407998,"Decawave DW-8",0.040114,0,114,0x0000,0x0000,0,""
758,460053120,460052683,460302871,623.986386,624.325726,126,0.000000,-2976.786631,"Decawave DW-8",0.034879,0,125,0x0000,0x0000,0,""
759,460807776,460807373,461122971,625.010000,625.438057,129,0.000000,-982.596340,"Decawave DW-8",0.023296,1,111,0x6826,0xD461,0,"770242F3B048C472C77B7EB0846FB5B3783C512FEAC5EE95600D249911C22AD2AE5BC3CC1647863AE64D3405311301EBB6D676001162374307B45CC6864A25B22EF1AE7041EB2EB7F72001298D1AB1FDF0C15BE6FFC3CB9156AC5D74559759C9C52267EED0A7FF0434052CA0082668"
760,461511232,461513483,461745144,625.967723,626.281934,262,-0.000000,-1669.815434,"Decawave DW-8",0.951635,1,12,0x5948,0x5948,1,"6188CFF2F002000100004859"
761,461753152,461755403,461987064,626.295848,626.610059,262,-0.000000,-1669.815486,"Decawave DW-8",0.951634,1,12,0x5948,0x5948,1,"6188CFF2F002000100004859"
762,461945472,461945035,462262142,626.553053,626.983157,126,0.000000,-3538.824951,"Decawave DW-8",0.028610,1,113,0x1730,0x5828,0,"CB0853A77C567D22612A66AA64E8FC6C41347C1415BBEBE5CBBB1E69A4964218C0075AB00FA740A36D19BD7DE5AA4AF6926C9F92F0EA3F048947985938372E09530C1BA9BF273B8D1144A09CF8BE0F39E08A6E87F7DDDD1A45FC8158494D58E08F33A1D121EF54B24A3B7A6C14E9253017"
763,462321664,462321255,462571443,627.063334,627.402673,129,0.000000,-2420.781471,"Decawave DW-8",0.030995,0,104,0x0000,0x0000,0,""
764,462529600,462531852,462763513,627.348975,627.663185,262,0.000000,-1662.519841,"Decawave DW-8",0.951428,1,12,0xB382,0xB382,1,"6188D0F2F0020001000082B3"
765,462917824,462920076,463151737,627.875537,628.189747,262,0.000000,-1699.864288,"Decawave DW-8",0.951528,1,12,0x323D,0x323D,1,"6188D1F2F002000100003D32"
766,463403584,463403396,463653585,628.531082,628.870422,200,0.000000,-2111.716010,"Decawave DW-8",0.016400,0,20,0x0000,0x0000,0,""
767,463687520,463689772,463921433,628.919504,629.233714,262,0.000000,-1675.146171,"Decawave DW-8",0.951729,1,12,0xA55C,0xA55C,1,"6188D4F2F002000100005CA5"
768,464026976,464029228,464260889,629.379921,629.694131,262,0.000000,-1675.146149,"Decawave DW-8",0.951729,1,12,0xA55C,0xA55C,1,"6188D4F2F002000100005CA5"
769,464415200,464417452,464649113,629.906483,630.220694,262,0.000000,-1697.376039,"Decawave DW-8",0.950653,1,12,0x24E3,0x24E3,1,"6188D5F2F00200010000E324"
770,464803424,464805676,465037337,630.433046,630.747256,262,0.000000,-1678.756684,"Decawave DW-8",0.951354,1,12,0xAE33,0xAE33,1,"6188D6F2F0020001000033AE"
771,466873504,466875756,467107417,633.240771,633.554982,262,0.000000,-1690.238475,"Decawave DW-8",0.950704,1,12,0x838F,0x838F,1,"6188DEF2F002000100008F83"
772,467168032,467170284,467401945,633.640251,633.954461,262,0.000000,-1690.238408,"Decawave DW-8",0.950704,1,12,0x838F,0x838F,1,"6188DEF2F002000100008F83"
773,467507488,467509740,467741401,634.100667,634.414878,262,0.000000,-1690.238450,"Decawave DW-8",0.950704,1,12,0x838F,0x838F,1,"6188DEF2F002000100008F83"
774,467944480,467944292,468194480,634.690066,635.029405,201,-0.000000,-1034.289528,"Decawave DW-8",0.027767,0,83,0x0000,0x0000,0,""
775,468768128,468770380,469002041,635.810520,636.124730,262,0.000000,-1678.782573,"Decawave DW-8",0.952066,1,12,0xD4DA,0xD4DA,1,"6188E3F2F00200010000DAD4"
776,469878848,469878660,470137546,637.313721,637.664857,145,0.000000,-340.313085,"Decawave DW-8",0.024120,1,42,0xF44A,0xF27E,0,"95EE4344180BC8B741A60F2CD5A8CB42D404E2F9D72F8D26A2B190FE091577709956A01BB9D281EE4AF4"
